age,gender,education_level,job_title,years_of_experience,salary,experience_per_age,seniority,age_group
35,female,bachelor's,product manager,8,165000,0.22857142857142856,mid,mid_age
43,male,master's,data scientist,15,198000,0.3488372093023256,senior,mid_age
29,female,bachelor's,software engineer,4,150000,0.13793103448275862,mid,junior
36,male,bachelor's,data analyst,9,162000,0.25,mid,mid_age
31,male,master's,data scientist,6,175000,0.1935483870967742,mid,mid_age
42,female,bachelor's,software engineer,13,197000,0.30952380952380953,senior,mid_age
33,male,bachelor's,data analyst,7,142000,0.21212121212121213,mid,mid_age
29,female,master's,data scientist,4,182000,0.13793103448275862,mid,junior
41,male,bachelor's,software engineer,11,185000,0.2682926829268293,senior,mid_age
35,female,bachelor's,product manager,8,170000,0.22857142857142856,mid,mid_age
27,male,bachelor's,software engineer,4,160000,0.14814814814814814,mid,junior
32,male,bachelor's,data scientist,8,180000,0.25,mid,mid_age
29,female,master's,data analyst,6,150000,0.20689655172413793,mid,junior
30,male,bachelor's,data analyst,5,140000,0.16666666666666666,mid,mid_age
24,male,bachelor's,data analyst,2,100000,0.08333333333333333,junior,junior
33,female,master's,product manager,11,190000,0.3333333333333333,senior,mid_age
26,male,bachelor's,data analyst,3,120000,0.11538461538461539,mid,junior
30,female,phd,data scientist,7,170000,0.23333333333333334,mid,mid_age
31,male,bachelor's,data analyst,9,190000,0.2903225806451613,mid,mid_age
28,female,bachelor's,software engineer,5,150000,0.17857142857142858,mid,junior
26,female,bachelor's,data analyst,3,120000,0.11538461538461539,mid,junior
30,male,phd,data scientist,7,170000,0.23333333333333334,mid,mid_age
27,female,bachelor's,product manager,4,130000,0.14814814814814814,mid,junior
24,male,bachelor's,data analyst,2,95000,0.08333333333333333,junior,junior
33,male,master's,product manager,11,195000,0.3333333333333333,senior,mid_age
25,male,bachelor's,data analyst,2,100000,0.08,junior,junior
28,male,bachelor's,software engineer,5,150000,0.17857142857142858,mid,junior
29,female,master's,data scientist,6,150000,0.20689655172413793,mid,junior
33,female,master's,product manager,11,195000,0.3333333333333333,senior,mid_age
31,female,master's,data scientist,6,170000,0.1935483870967742,mid,mid_age
32,male,bachelor's,software engineer,8,180000,0.25,mid,mid_age
34,female,master's,product manager,12,190000,0.35294117647058826,senior,mid_age
25,female,bachelor's,data analyst,2,100000,0.08,junior,junior
29,male,bachelor's,software engineer,7,180000,0.2413793103448276,mid,junior
27,female,bachelor's,data analyst,5,120000,0.18518518518518517,mid,junior
33,male,master's,data scientist,10,195000,0.30303030303030304,senior,mid_age
28,male,bachelor's,software engineer,4,160000,0.14285714285714285,mid,junior
26,female,bachelor's,data analyst,3,100000,0.11538461538461539,mid,junior
31,male,bachelor's,product manager,8,190000,0.25806451612903225,mid,mid_age
30,male,master's,software engineer,6,170000,0.2,mid,mid_age
32,female,bachelor's,data scientist,9,185000,0.28125,mid,mid_age
29,male,bachelor's,data analyst,7,130000,0.2413793103448276,mid,junior
35,female,bachelor's,product manager,12,190000,0.34285714285714286,senior,mid_age
27,male,bachelor's,software engineer,5,150000,0.18518518518518517,mid,junior
28,female,master's,data scientist,6,150000,0.21428571428571427,mid,junior
37,male,phd,product manager,14,195000,0.3783783783783784,senior,mid_age
26,male,bachelor's,data analyst,3,110000,0.11538461538461539,mid,junior
30,female,bachelor's,software engineer,8,180000,0.26666666666666666,mid,mid_age
31,male,master's,data scientist,9,185000,0.2903225806451613,mid,mid_age
29,female,bachelor's,data analyst,7,130000,0.2413793103448276,mid,junior
32,male,bachelor's,software engineer,10,190000,0.3125,senior,mid_age
28,female,master's,data scientist,6,155000,0.21428571428571427,mid,junior
34,male,bachelor's,software engineer,12,195000,0.35294117647058826,senior,mid_age
25,female,bachelor's,data analyst,2,90000,0.08,junior,junior
30,male,bachelor's,product manager,8,185000,0.26666666666666666,mid,mid_age
29,female,bachelor's,data analyst,6,120000,0.20689655172413793,mid,junior
31,male,bachelor's,software engineer,9,180000,0.2903225806451613,mid,mid_age
27,female,bachelor's,data analyst,5,125000,0.18518518518518517,mid,junior
28,male,bachelor's,senior software engineer,7,175000,0.25,mid,junior
44,male,phd,software engineer manager,18,190000,0.4090909090909091,senior,mid_age
33,female,master's,back end developer,5,110000,0.15151515151515152,mid,mid_age
50,male,phd,senior project engineer,16,195000,0.32,senior,senior
27,female,master's,full stack engineer,3,100000,0.1111111111111111,mid,junior
25,male,bachelor's,front end developer,1,60000,0.04,junior,junior
35,male,master's,senior software engineer,8,155000,0.22857142857142856,mid,mid_age
47,female,phd,full stack engineer,12,175000,0.2553191489361702,senior,senior
46,female,master's,senior project engineer,13,180000,0.2826086956521739,senior,senior
32,male,bachelor's,back end developer,4,95000,0.125,mid,mid_age
61,male,phd,software engineer manager,20,200000,0.32786885245901637,senior,senior
41,male,master's,senior software engineer,11,165000,0.2682926829268293,senior,mid_age
37,male,master's,senior project engineer,9,145000,0.24324324324324326,mid,mid_age
53,male,phd,software engineer manager,19,195000,0.3584905660377358,senior,senior
30,female,bachelor's,front end developer,2,75000,0.06666666666666667,junior,mid_age
26,female,master's,back end developer,3,90000,0.11538461538461539,mid,junior
37,female,master's,senior software engineer,9,155000,0.24324324324324326,mid,mid_age
32,male,bachelor's,full stack engineer,5,115000,0.15625,mid,mid_age
44,female,master's,senior software engineer,12,170000,0.2727272727272727,senior,mid_age
50,female,phd,software engineer manager,16,190000,0.32,senior,senior
27,male,bachelor's,senior project engineer,4,115000,0.14814814814814814,mid,junior
42,male,phd,full stack engineer,14,180000,0.3333333333333333,senior,mid_age
57,male,phd,software engineer manager,18,195000,0.3157894736842105,senior,senior
35,male,master's,senior software engineer,7,140000,0.2,mid,mid_age
62,male,phd,software engineer manager,19,200000,0.3064516129032258,senior,senior
26,female,master's,back end developer,2,70000,0.07692307692307693,junior,junior
42,female,master's,senior project engineer,11,170000,0.2619047619047619,senior,mid_age
41,female,phd,software engineer manager,14,185000,0.34146341463414637,senior,mid_age
36,female,master's,full stack engineer,8,140000,0.2222222222222222,mid,mid_age
49,male,phd,software engineer manager,15,185000,0.30612244897959184,senior,senior
49,male,phd,senior project engineer,15,185000,0.30612244897959184,senior,senior
47,male,phd,software engineer manager,15,180000,0.3191489361702128,senior,senior
47,male,phd,senior software engineer,14,175000,0.2978723404255319,senior,senior
26,male,bachelor's,front end developer,2,70000,0.07692307692307693,junior,junior
24,female,bachelor's,back end developer,1,60000,0.041666666666666664,junior,junior
62,male,phd,software engineer manager,20,200000,0.3225806451612903,senior,senior
42,male,phd,senior software engineer,14,170000,0.3333333333333333,senior,mid_age
41,female,master's,senior project engineer,11,165000,0.2682926829268293,senior,mid_age
23,male,bachelor's,full stack engineer,1,55000,0.043478260869565216,junior,junior
55,male,phd,software engineer manager,17,190000,0.3090909090909091,senior,senior
33,female,bachelor's,front end developer,5,105000,0.15151515151515152,mid,mid_age
31,male,master's,full stack engineer,6,130000,0.1935483870967742,mid,mid_age
50,female,phd,software engineer manager,16,185000,0.32,senior,senior
24,female,master's,back end developer,1,60000,0.041666666666666664,junior,junior
56,male,phd,software engineer manager,17,195000,0.30357142857142855,senior,senior
24,male,bachelor's,front end developer,1,60000,0.041666666666666664,junior,junior
37,male,master's,senior software engineer,8,150000,0.21621621621621623,mid,mid_age
43,female,phd,senior project engineer,13,180000,0.3023255813953488,senior,mid_age
34,male,master's,back end developer,6,125000,0.17647058823529413,mid,mid_age
45,male,phd,software engineer manager,15,185000,0.3333333333333333,senior,senior
29,male,bachelor's,full stack engineer,3,90000,0.10344827586206896,mid,junior
29,male,bachelor's,front end developer,3,80000,0.10344827586206896,mid,junior
29,female,bachelor's,back end developer,3,85000,0.10344827586206896,mid,junior
48,male,phd,senior project engineer,16,190000,0.3333333333333333,senior,senior
43,female,master's,software engineer manager,11,160000,0.2558139534883721,senior,mid_age
54,male,phd,software engineer manager,17,195000,0.3148148148148148,senior,senior
60,male,phd,software engineer manager,18,195000,0.3,senior,senior
54,female,phd,software engineer manager,14,190000,0.25925925925925924,senior,senior
27,female,master's,full stack engineer,3,95000,0.1111111111111111,mid,junior
23,male,bachelor's,back end developer,1,55000,0.043478260869565216,junior,junior
45,male,phd,senior software engineer,13,185000,0.28888888888888886,senior,senior
32,female,master's,full stack engineer,5,120000,0.15625,mid,mid_age
57,male,phd,software engineer manager,16,195000,0.2807017543859649,senior,senior
47,male,phd,software engineer manager,14,175000,0.2978723404255319,senior,senior
25,female,master's,back end developer,2,75000,0.08,junior,junior
58,male,phd,software engineer manager,17,200000,0.29310344827586204,senior,senior
41,female,master's,senior software engineer,12,160000,0.2926829268292683,senior,mid_age
41,male,phd,software engineer manager,12,175000,0.2926829268292683,senior,mid_age
47,male,phd,senior software engineer,15,180000,0.3191489361702128,senior,senior
32,male,bachelor's,full stack engineer,5,120000,0.15625,mid,mid_age
45,male,phd,senior project engineer,14,185000,0.3111111111111111,senior,senior
53,male,phd,software engineer manager,18,195000,0.33962264150943394,senior,senior
47,female,phd,senior software engineer,14,170000,0.2978723404255319,senior,senior
23,male,bachelor's,front end developer,1,55000,0.043478260869565216,junior,junior
33,male,master's,back end developer,6,130000,0.18181818181818182,mid,mid_age
42,male,phd,software engineer manager,14,180000,0.3333333333333333,senior,mid_age
37,male,master's,senior software engineer,9,145000,0.24324324324324326,mid,mid_age
44,female,master's,senior project engineer,12,170000,0.2727272727272727,senior,mid_age
38,female,master's,back end developer,10,155000,0.2631578947368421,senior,mid_age
34,male,master's,full stack engineer,6,125000,0.17647058823529413,mid,mid_age
46,female,phd,software engineer manager,14,180000,0.30434782608695654,senior,senior
30,male,bachelor's,back end developer,4,95000,0.13333333333333333,mid,mid_age
44,female,master's,senior software engineer,11,170000,0.25,senior,mid_age
42,male,phd,senior project engineer,14,175000,0.3333333333333333,senior,mid_age
27,male,bachelor's,front end developer,3,80000,0.1111111111111111,mid,junior
54,male,phd,software engineer manager,18,195000,0.3333333333333333,senior,senior
38,male,master's,senior software engineer,10,155000,0.2631578947368421,senior,mid_age
31,male,master's,senior project engineer,6,125000,0.1935483870967742,mid,mid_age
28,female,master's,full stack engineer,4,110000,0.14285714285714285,mid,junior
30,female,master's,back end developer,6,130000,0.2,mid,mid_age
54,male,phd,software engineer manager,16,190000,0.2962962962962963,senior,senior
37,male,master's,senior software engineer,9,150000,0.24324324324324326,mid,mid_age
31,male,master's,senior software engineer,7,140000,0.22580645161290322,mid,mid_age
58,female,phd,software engineer manager,17,195000,0.29310344827586204,senior,senior
23,female,bachelor's,back end developer,1,55000,0.043478260869565216,junior,junior
52,female,phd,software engineer manager,16,190000,0.3076923076923077,senior,senior
32,female,master's,full stack engineer,6,130000,0.1875,mid,mid_age
32,male,master's,back end developer,6,130000,0.1875,mid,mid_age
34,male,master's,full stack engineer,7,140000,0.20588235294117646,mid,mid_age
28,male,bachelor's,front end developer,2,70000,0.07142857142857142,junior,junior
44,male,master's,senior project engineer,11,170000,0.25,senior,mid_age
46,male,phd,software engineer manager,14,180000,0.30434782608695654,senior,senior
27,female,master's,back end developer,2,70000,0.07407407407407407,junior,junior
23,female,bachelor's,front end developer,1,55000,0.043478260869565216,junior,junior
43,male,phd,software engineer manager,13,180000,0.3023255813953488,senior,mid_age
28,female,bachelor's,front end developer,2,70000,0.07142857142857142,junior,junior
43,male,master's,senior project engineer,12,165000,0.27906976744186046,senior,mid_age
43,male,phd,senior project engineer,13,185000,0.3023255813953488,senior,mid_age
36,male,master's,senior software engineer,7,140000,0.19444444444444445,mid,mid_age
28,female,bachelor's,front end developer,3,80000,0.10714285714285714,mid,junior
28,female,master's,back end developer,3,90000,0.10714285714285714,mid,junior
43,male,phd,senior software engineer,12,170000,0.27906976744186046,senior,mid_age
44,male,phd,senior project engineer,12,170000,0.2727272727272727,senior,mid_age
37,male,master's,senior software engineer,10,155000,0.2702702702702703,senior,mid_age
56,male,phd,software engineer manager,18,195000,0.32142857142857145,senior,senior
27,male,bachelor's,front end developer,2,70000,0.07407407407407407,junior,junior
31,male,master's,full stack engineer,7,140000,0.22580645161290322,mid,mid_age
50,male,phd,software engineer manager,16,190000,0.32,senior,senior
33,male,master's,full stack engineer,6,130000,0.18181818181818182,mid,mid_age
41,male,phd,senior project engineer,12,165000,0.2926829268292683,senior,mid_age
24,female,bachelor's,front end developer,1,55000,0.041666666666666664,junior,junior
43,male,phd,senior project engineer,12,165000,0.27906976744186046,senior,mid_age
58,male,phd,software engineer manager,17,195000,0.29310344827586204,senior,senior
29,female,bachelor's,front end developer,3,85000,0.10344827586206896,mid,junior
52,male,phd,software engineer manager,18,200000,0.34615384615384615,senior,senior
36,male,master's,full stack engineer,8,140000,0.2222222222222222,mid,mid_age
26,male,bachelor's,back end developer,2,65000,0.07692307692307693,junior,junior
47,male,phd,senior project engineer,16,190000,0.3404255319148936,senior,senior
32,male,master's,full stack engineer,6,120000,0.1875,mid,mid_age
57,male,phd,software engineer manager,18,200000,0.3157894736842105,senior,senior
51,male,phd,software engineer manager,16,190000,0.3137254901960784,senior,senior
27,female,master's,back end developer,2,65000,0.07407407407407407,junior,junior
36,male,master's,full stack engineer,7,130000,0.19444444444444445,mid,mid_age
33,female,master's,full stack engineer,5,120000,0.15151515151515152,mid,mid_age
25,male,bachelor's,front end developer,1,55000,0.04,junior,junior
40,male,phd,senior software engineer,12,160000,0.3,senior,mid_age
36,male,master's,senior software engineer,8,140000,0.2222222222222222,mid,mid_age
31,male,master's,senior project engineer,7,135000,0.22580645161290322,mid,mid_age
24,male,bachelor's,back end developer,1,55000,0.041666666666666664,junior,junior
34,male,bachelor's,front end developer,5,95000,0.14705882352941177,mid,mid_age
43,female,master's,senior software engineer,12,170000,0.27906976744186046,senior,mid_age
27,male,bachelor's,back end developer,2,75000,0.07407407407407407,junior,junior
56,female,phd,software engineer manager,18,210000,0.32142857142857145,senior,senior
32,male,master's,full stack engineer,7,135000,0.21875,mid,mid_age
46,male,phd,senior project engineer,16,190000,0.34782608695652173,senior,senior
41,female,phd,senior project engineer,11,165000,0.2682926829268293,senior,mid_age
34,male,bachelor's,back end developer,6,120000,0.17647058823529413,mid,mid_age
40,female,phd,senior software engineer,12,160000,0.3,senior,mid_age
24,male,bachelor's,front end developer,1,55000,0.041666666666666664,junior,junior
36,male,bachelor's,front end developer,7,120000,0.19444444444444445,mid,mid_age
29,female,master's,back end developer,3,90000,0.10344827586206896,mid,junior
41,female,phd,software engineer manager,14,180000,0.34146341463414637,senior,mid_age
33,male,bachelor's,full stack engineer,7,130000,0.21212121212121213,mid,mid_age
42,male,phd,senior software engineer,12,170000,0.2857142857142857,senior,mid_age
28,male,bachelor's,back end developer,2,70000,0.07142857142857142,junior,junior
55,male,phd,software engineer manager,18,210000,0.32727272727272727,senior,senior
26,female,master's,front end developer,1,55000,0.038461538461538464,junior,junior
44,female,phd,software engineer manager,11,165000,0.25,senior,mid_age
30,male,master's,full stack engineer,5,105000,0.16666666666666666,mid,mid_age
39,female,master's,senior software engineer,11,160000,0.28205128205128205,senior,mid_age
32,male,bachelor's,front end developer,6,110000,0.1875,mid,mid_age
50,male,phd,software engineer manager,17,195000,0.34,senior,senior
27,male,bachelor's,back end developer,3,85000,0.1111111111111111,mid,junior
46,male,phd,senior project engineer,14,180000,0.30434782608695654,senior,senior
25,female,bachelor's,front end developer,1,55000,0.04,junior,junior
35,male,bachelor's,back end developer,8,140000,0.22857142857142856,mid,mid_age
35,male,bachelor's,full stack engineer,8,145000,0.22857142857142856,mid,mid_age
41,male,phd,senior project engineer,13,185000,0.3170731707317073,senior,mid_age
33,male,bachelor's,front end developer,6,110000,0.18181818181818182,mid,mid_age
31,male,bachelor's,front end developer,6,115000,0.1935483870967742,mid,mid_age
42,female,master's,software engineer manager,13,170000,0.30952380952380953,senior,mid_age
27,female,bachelor's,back end developer,3,80000,0.1111111111111111,mid,junior
51,male,phd,senior project engineer,19,200000,0.37254901960784315,senior,senior
34,female,master's,full stack engineer,7,130000,0.20588235294117646,mid,mid_age
38,male,bachelor's,software engineer manager,11,155000,0.2894736842105263,senior,mid_age
29,male,bachelor's,front end developer,5,105000,0.1724137931034483,mid,junior
43,female,phd,senior project engineer,14,190000,0.32558139534883723,senior,mid_age
36,male,master's,back end developer,8,140000,0.2222222222222222,mid,mid_age
48,male,phd,software engineer manager,16,185000,0.3333333333333333,senior,senior
35,female,bachelor's,full stack engineer,8,145000,0.22857142857142856,mid,mid_age
30,female,master's,front end developer,4,90000,0.13333333333333333,mid,mid_age
50,male,phd,senior project engineer,18,195000,0.36,senior,senior
29,male,bachelor's,back end developer,4,95000,0.13793103448275862,mid,junior
41,male,master's,software engineer manager,13,170000,0.3170731707317073,senior,mid_age
33,female,bachelor's,full stack engineer,6,115000,0.18181818181818182,mid,mid_age
45,male,phd,senior project engineer,16,185000,0.35555555555555557,senior,senior
28,female,bachelor's,front end developer,2,65000,0.07142857142857142,junior,junior
39,female,master's,software engineer manager,12,160000,0.3076923076923077,senior,mid_age
30,male,bachelor's,back end developer,5,100000,0.16666666666666666,mid,mid_age
46,male,phd,senior project engineer,15,180000,0.32608695652173914,senior,senior
42,male,phd,software engineer manager,14,190000,0.3333333333333333,senior,mid_age
31,male,bachelor's,full stack engineer,6,115000,0.1935483870967742,mid,mid_age
49,female,phd,senior project engineer,17,195000,0.3469387755102041,senior,senior
36,male,master's,back end developer,9,150000,0.25,mid,mid_age
45,male,phd,software engineer manager,16,185000,0.35555555555555557,senior,senior
29,male,bachelor's,front end developer,4,90000,0.13793103448275862,mid,junior
40,female,master's,software engineer manager,12,160000,0.3,senior,mid_age
33,female,master's,full stack engineer,6,115000,0.18181818181818182,mid,mid_age
37,male,bachelor's,software engineer manager,10,150000,0.2702702702702703,senior,mid_age
28,male,bachelor's,front end developer,2,65000,0.07142857142857142,junior,junior
44,female,phd,senior project engineer,14,190000,0.3181818181818182,senior,mid_age
35,male,master's,back end developer,8,140000,0.22857142857142856,mid,mid_age
47,male,phd,software engineer manager,16,185000,0.3404255319148936,senior,senior
34,female,bachelor's,full stack engineer,7,130000,0.20588235294117646,mid,mid_age
31,female,master's,front end developer,5,105000,0.16129032258064516,mid,mid_age
42,male,master's,software engineer manager,13,170000,0.30952380952380953,senior,mid_age
29,female,bachelor's,front end developer,4,90000,0.13793103448275862,mid,junior
27,male,bachelor's,back end developer,3,80000,0.1111111111111111,mid,junior
49,male,phd,senior project engineer,17,195000,0.3469387755102041,senior,senior
32,female,master's,full stack engineer,6,115000,0.1875,mid,mid_age
36,male,bachelor's,software engineer manager,8,135000,0.2222222222222222,mid,mid_age
27,male,bachelor's,front end developer,2,65000,0.07407407407407407,junior,junior
34,male,master's,back end developer,8,140000,0.23529411764705882,mid,mid_age
46,male,phd,software engineer manager,16,185000,0.34782608695652173,senior,senior
33,female,bachelor's,full stack engineer,7,130000,0.21212121212121213,mid,mid_age
30,female,master's,front end developer,5,105000,0.16666666666666666,mid,mid_age
50,male,phd,senior project engineer,19,200000,0.38,senior,senior
31,female,bachelor's,front end developer,6,110000,0.1935483870967742,mid,mid_age
37,male,master's,software engineer manager,10,150000,0.2702702702702703,senior,mid_age
31,male,master's,software engineer manager,8,130000,0.25806451612903225,mid,mid_age
43,male,phd,senior project engineer,15,180000,0.3488372093023256,senior,mid_age
35,female,master's,full stack engineer,8,140000,0.22857142857142856,mid,mid_age
42,male,bachelor's,software engineer manager,12,160000,0.2857142857142857,senior,mid_age
28,female,bachelor's,front end developer,2,55000,0.07142857142857142,junior,junior
44,female,phd,senior project engineer,16,190000,0.36363636363636365,senior,mid_age
32,male,master's,back end developer,7,120000,0.21875,mid,mid_age
48,male,phd,software engineer manager,18,200000,0.375,senior,senior
30,female,bachelor's,full stack engineer,5,100000,0.16666666666666666,mid,mid_age
34,male,master's,front end developer,9,150000,0.2647058823529412,mid,mid_age
37,female,bachelor's,software engineer manager,11,170000,0.2972972972972973,senior,mid_age
49,female,phd,senior project engineer,19,210000,0.3877551020408163,senior,senior
29,male,bachelor's,full stack engineer,4,90000,0.13793103448275862,mid,junior
41,male,master's,software engineer manager,14,180000,0.34146341463414637,senior,mid_age
46,female,phd,senior project engineer,16,185000,0.34782608695652173,senior,senior
30,male,master's,front end developer,5,105000,0.16666666666666666,mid,mid_age
50,male,phd,software engineer manager,20,210000,0.4,senior,senior
31,male,bachelor's,back end developer,6,95000,0.1935483870967742,mid,mid_age
39,female,master's,software engineer manager,11,170000,0.28205128205128205,senior,mid_age
48,male,phd,software engineer manager,19,200000,0.3958333333333333,senior,senior
28,male,bachelor's,software engineer,4,75000,0.14285714285714285,mid,junior
33,female,master's,data analyst,7,95000,0.21212121212121213,mid,mid_age
22,male,bachelor's,front end developer,1,50000,0.045454545454545456,junior,junior
44,male,phd,senior data scientist,15,180000,0.3409090909090909,senior,mid_age
29,female,bachelor's,software developer,3,65000,0.10344827586206896,mid,junior
31,male,master's,product manager,6,120000,0.1935483870967742,mid,mid_age
25,female,master's,software engineer,2,60000,0.08,junior,junior
38,male,bachelor's,data scientist,10,150000,0.2631578947368421,senior,mid_age
27,male,bachelor's,software engineer,3,70000,0.1111111111111111,mid,junior
46,female,phd,director of data science,20,220000,0.43478260869565216,senior,senior
33,male,master's,data analyst,8,100000,0.24242424242424243,mid,mid_age
24,female,bachelor's,software developer,2,55000,0.08333333333333333,junior,junior
36,male,phd,senior data scientist,12,170000,0.3333333333333333,senior,mid_age
30,female,bachelor's,software engineer,5,90000,0.16666666666666666,mid,mid_age
29,male,bachelor's,front end developer,4,80000,0.13793103448275862,mid,junior
42,male,master's,product manager,14,180000,0.3333333333333333,senior,mid_age
26,male,bachelor's,software developer,2,60000,0.07692307692307693,junior,junior
35,female,master's,data analyst,9,120000,0.2571428571428571,mid,mid_age
27,female,bachelor's,software engineer,3,70000,0.1111111111111111,mid,junior
48,male,phd,director of data science,18,210000,0.375,senior,senior
34,male,master's,data scientist,9,140000,0.2647058823529412,mid,mid_age
23,female,bachelor's,software engineer,1,50000,0.043478260869565216,junior,junior
32,male,master's,product manager,7,110000,0.21875,mid,mid_age
37,male,bachelor's,data analyst,11,160000,0.2972972972972973,senior,mid_age
41,female,phd,director of data science,16,200000,0.3902439024390244,senior,mid_age
34,male,master's,data analyst,8,100000,0.23529411764705882,mid,mid_age
34,female,bachelor's,full stack engineer,8,122485,0.23529411764705882,mid,mid_age
25,male,phd,software engineer manager,12,169159,0.48,senior,junior
43,male,master's,senior software engineer,21,187081,0.4883720930232558,senior,mid_age
53,other,high school,senior project engineer,31,166109,0.5849056603773585,senior,senior
27,female,master's,front end developer,5,78354,0.18518518518518517,mid,junior
25,male,bachelor's,back end developer,2,90249,0.08,junior,junior
29,female,master's,senior software engineer,6,132720,0.20689655172413793,mid,junior
52,male,phd,software engineer manager,23,161568,0.4423076923076923,senior,senior
41,male,master's,front end developer,13,127346,0.3170731707317073,senior,mid_age
49,female,bachelor's,back end developer,19,120177,0.3877551020408163,senior,senior
25,other,high school,full stack engineer,2,69032,0.08,junior,junior
35,male,master's,senior project engineer,8,101332,0.22857142857142856,mid,mid_age
57,female,phd,full stack engineer,30,121450,0.5263157894736842,senior,senior
35,female,bachelor's,senior project engineer,12,166375,0.34285714285714286,senior,mid_age
43,male,master's,senior software engineer,21,185119,0.4883720930232558,senior,mid_age
37,female,bachelor's,full stack engineer,10,149217,0.2702702702702703,senior,mid_age
50,male,master's,software engineer manager,21,166512,0.42,senior,senior
52,female,master's,senior software engineer,28,186963,0.5384615384615384,senior,senior
26,male,bachelor's,back end developer,3,75072,0.11538461538461539,mid,junior
34,female,master's,full stack engineer,10,163398,0.29411764705882354,senior,mid_age
30,male,high school,senior project engineer,11,103947,0.36666666666666664,senior,mid_age
60,female,phd,software engineer manager,33,179180,0.55,senior,senior
50,male,bachelor's,back end developer,23,175966,0.46,senior,senior
58,male,master's,senior software engineer,27,190004,0.46551724137931033,senior,senior
35,female,master's,full stack engineer,10,152039,0.2857142857142857,senior,mid_age
28,male,master's,front end developer,5,76742,0.17857142857142858,mid,junior
57,female,phd,software engineer manager,33,191790,0.5789473684210527,senior,senior
46,female,bachelor's,senior software engineer,20,139398,0.43478260869565216,senior,senior
28,male,high school,back end developer,7,95845,0.25,mid,junior
34,male,master's,full stack engineer,12,160976,0.35294117647058826,senior,mid_age
33,female,master's,senior project engineer,9,126753,0.2727272727272727,mid,mid_age
37,other,master's,full stack engineer,14,161393,0.3783783783783784,senior,mid_age
33,male,master's,senior software engineer,8,139817,0.24242424242424243,mid,mid_age
53,male,phd,software engineer manager,25,181714,0.4716981132075472,senior,senior
35,female,bachelor's,back end developer,10,114776,0.2857142857142857,senior,mid_age
30,male,master's,full stack engineer,6,105725,0.2,mid,mid_age
24,female,high school,senior project engineer,1,52731,0.041666666666666664,junior,junior
36,male,master's,front end developer,8,106492,0.2222222222222222,mid,mid_age
27,female,bachelor's,full stack engineer,4,73895,0.14814814814814814,mid,junior
23,male,phd,software engineer manager,1,119836,0.043478260869565216,junior,junior
28,female,master's,senior software engineer,5,99747,0.17857142857142858,mid,junior
52,male,bachelor's,back end developer,25,168287,0.4807692307692308,senior,senior
28,female,master's,full stack engineer,7,115920,0.25,mid,junior
32,male,master's,senior project engineer,11,128078,0.34375,senior,mid_age
24,female,bachelor's,front end developer,1,51265,0.041666666666666664,junior,junior
43,male,high school,senior software engineer,22,165919,0.5116279069767442,senior,mid_age
60,female,phd,software engineer manager,34,188651,0.5666666666666667,senior,senior
24,male,master's,back end developer,0,55538,0.0,junior,junior
55,male,bachelor's,senior project engineer,28,193964,0.509090909090909,senior,senior
29,female,master's,full stack engineer,4,104702,0.13793103448275862,mid,junior
44,male,phd,software engineer manager,19,172955,0.4318181818181818,senior,mid_age
40,female,master's,senior software engineer,16,138032,0.4,senior,mid_age
27,male,bachelor's,back end developer,4,82683,0.14814814814814814,mid,junior
43,male,master's,full stack engineer,17,155414,0.3953488372093023,senior,mid_age
49,female,high school,senior project engineer,25,154207,0.5102040816326531,senior,senior
30,male,master's,front end developer,8,107895,0.26666666666666666,mid,mid_age
42,female,bachelor's,senior software engineer,18,148446,0.42857142857142855,senior,mid_age
26,male,master's,full stack engineer,4,102859,0.15384615384615385,mid,junior
41,female,phd,software engineer manager,13,138662,0.3170731707317073,senior,mid_age
46,male,bachelor's,senior project engineer,23,181699,0.5,senior,senior
57,female,master's,full stack engineer,33,188232,0.5789473684210527,senior,senior
22,female,high school,back end developer,0,51832,0.0,junior,junior
54,male,phd,software engineer manager,28,188484,0.5185185185185185,senior,senior
42,female,master's,senior software engineer,16,138286,0.38095238095238093,senior,mid_age
49,male,bachelor's,full stack engineer,22,181132,0.4489795918367347,senior,senior
27,female,master's,back end developer,4,73938,0.14814814814814814,mid,junior
36,male,bachelor's,senior project engineer,14,119224,0.3888888888888889,senior,mid_age
31,female,master's,full stack engineer,6,101186,0.1935483870967742,mid,mid_age
39,male,master's,software engineer manager,14,142360,0.358974358974359,senior,mid_age
41,female,bachelor's,senior project engineer,20,151315,0.4878048780487805,senior,mid_age
48,male,phd,full stack engineer,23,181021,0.4791666666666667,senior,senior
39,female,master's,senior software engineer,15,134641,0.38461538461538464,senior,mid_age
48,male,bachelor's,front end developer,23,173851,0.4791666666666667,senior,senior
31,other,high school,back end developer,8,104127,0.25806451612903225,mid,mid_age
47,male,master's,senior project engineer,25,178859,0.5319148936170213,senior,senior
29,female,phd,full stack engineer,5,98568,0.1724137931034483,mid,junior
32,male,bachelor's,software engineer manager,9,104661,0.28125,mid,mid_age
38,female,master's,senior software engineer,13,134858,0.34210526315789475,senior,mid_age
34,male,bachelor's,back end developer,10,94502,0.29411764705882354,senior,mid_age
23,other,high school,front end developer,2,62852,0.08695652173913043,junior,junior
36,male,bachelor's,front end developer,14,139095,0.3888888888888889,senior,mid_age
30,female,master's,senior project engineer,5,106278,0.16666666666666666,mid,mid_age
