Unnamed: 0,Date,Subcategory,Note,Amount,Income/Expense,Currency,Amount_log,Amount_scaled,Type_Encoded,Month,Day,DayOfWeek,Is_Egyptian_Weekend,Quarter,Month_Part,Category_apparel,Category_beauty,Category_bonus,Category_cook,Category_culture,Category_dividend earned on shares,Category_documents,Category_education,Category_equity mutual fund a,Category_equity mutual fund b,Category_equity mutual fund c,Category_equity mutual fund d,Category_equity mutual fund e,Category_equity mutual fund f,Category_family,Category_festivals,Category_fixed deposit,Category_food,Category_garbage disposal,Category_gift,Category_gpay reward,Category_grooming,Category_health,Category_household,Category_interest,Category_investment,Category_life insurance,Category_maid,Category_maturity amount,Category_money transfer,Category_other,Category_petty cash,Category_public provident fund,Category_recurring deposit,Category_rent,Category_salary,Category_saving bank account 1,Category_saving bank account 2,Category_scrap,Category_self-development,Category_share market,Category_small cap fund 1,Category_small cap fund 2,Category_social life,Category_subscription,Category_tax refund,Category_tourism,Category_transportation,Category_water (jar /tanker),Mode_credit card,Mode_debit card,Mode_equity mutual fund a,Mode_equity mutual fund b,Mode_equity mutual fund c,Mode_equity mutual fund d,Mode_fixed deposit,Mode_recurring deposit,Mode_saving bank account 1,Mode_saving bank account 2,Mode_share market trading
745,2017-12-04 00:00:00,kirana,Smart point,937.0,Expense,INR,6.843749949006225,0.507045844927387,0,12,4,0,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
746,2017-12-04 00:00:00,kirana,Supermart,990.0,Expense,INR,6.898714534329988,0.5118968278375042,0,12,4,0,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
747,2017-12-04 00:00:00,fruits,Unknown,120.0,Expense,INR,4.795790545596741,0.3263000791213791,0,12,4,0,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
748,2017-12-04 00:00:00,unknown,Premature closure of RD3 & RD4,14086.0,Income,INR,9.553007665260306,0.746155497137748,1,12,4,0,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
749,2017-12-04 00:00:00,unknown,Unknown,6.0,Income,INR,1.9459101490553132,0.074779558806936,1,12,4,0,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
750,2017-12-04 00:00:00,bread,Unknown,35.0,Expense,INR,3.58351893845611,0.21930920829028266,0,12,4,0,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
751,2017-12-04 00:00:00,snacks,Amul butter,50.0,Expense,INR,3.9318256327243257,0.2500495442979492,0,12,4,0,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
752,2017-12-04 00:00:00,milk,milk 1lit ,69.0,Expense,INR,4.248495242049359,0.27799770135108887,0,12,4,0,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
753,2017-12-04 00:00:00,newspaper,Unknown,110.0,Expense,INR,4.709530201312334,0.3186870414994328,0,12,4,0,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
754,2017-12-03 00:00:00,snacks,Shev Puri,30.0,Expense,INR,3.4339872044851463,0.20611205813003702,0,12,3,6,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
755,2017-12-03 00:00:00,lunch,Home Food Delivery - Chicken lollypop 8 pcs 190 + chicken manchow soup 100,290.0,Expense,INR,5.673323267171493,0.4037480614968115,0,12,3,6,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
756,2017-12-03 00:00:00,unknown,2 kg soil,20.0,Expense,INR,3.044522437723423,0.17173925395940143,0,12,3,6,0,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
757,2017-12-03 00:00:00,grooming,hair cut+shaving,160.0,Expense,INR,5.081404364984463,0.3515073602931,0,12,3,6,0,4,Start,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
758,2017-12-02 00:00:00,ice cream,chocobar,35.0,Expense,INR,3.58351893845611,0.21930920829028266,0,12,2,5,1,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
759,2017-12-02 00:00:00,milk,milk 1lit ,69.0,Expense,INR,4.248495242049359,0.27799770135108887,0,12,2,5,1,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
760,2017-12-01 00:00:00,lunch,Catering Service ( 5 methi paranthe),125.0,Expense,INR,4.836281906951478,0.32987370568077545,0,12,1,4,1,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
761,2017-12-01 00:00:00,unknown,Unknown,6.0,Income,INR,1.9459101490553132,0.074779558806936,1,12,1,4,1,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
762,2017-12-01 00:00:00,milk,1 lit ,69.0,Expense,INR,4.248495242049359,0.27799770135108887,0,12,1,4,1,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
763,2017-12-01 00:00:00,unknown,Unknown,2000.0,Expense,INR,7.601402334583733,0.5739136062794779,0,12,1,4,1,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
764,2017-12-01 00:00:00,unknown,Unknown,2000.0,Transfer-Out,INR,7.601402334583733,0.5739136062794779,2,12,1,4,1,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
765,2017-12-01 00:00:00,unknown,Fund Withdrawal,100000.0,Transfer-Out,INR,11.51293546492023,0.9191319001290654,2,12,1,4,1,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
766,2017-12-01 00:00:00,unknown,Unknown,40000.0,Transfer-Out,INR,10.596659732783579,0.8382645945473318,2,12,1,4,1,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
767,2017-12-01 00:00:00,unknown,Unknown,1000.0,Transfer-Out,INR,6.90875477931522,0.5127829448990605,2,12,1,4,1,4,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
769,2017-11-30 20:20:53,medicine,5 Meftal spas,22.0,Expense,INR,3.1354942159291497,0.17976810633369855,0,11,30,3,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
770,2017-11-30 20:20:53,health,Glasses remaining,800.0,Expense,INR,6.68586094706836,0.49311111139697833,0,11,30,3,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
771,2017-11-30 20:20:53,health,Family's Glasses,22700.0,Expense,INR,10.030164255362632,0.7882676762873188,0,11,30,3,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
772,2017-11-30 16:56:20,home,Unknown,10000.0,Expense,INR,9.210440366976517,0.7159217002346858,0,11,30,3,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
773,2017-11-30 16:17:01,unknown,Unknown,77.33,Transfer-Out,INR,4.360930671379148,0.28792086083565044,2,11,30,3,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
774,2017-11-30 08:55:08,pocket money,Change,50.0,Expense,INR,3.9318256327243257,0.2500495442979492,0,11,30,3,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
775,2017-11-30 08:15:06,unknown,From workplace ,64636.0,Income,INR,11.07654228122687,0.8806173572880972,1,11,30,3,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
776,2017-11-28 17:35:35,bread,Sweet bread cake pav kg,90.0,Expense,INR,4.51085950651685,0.3011530577621382,0,11,28,1,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
777,2017-11-28 17:35:35,eggs,6 eggs,42.0,Expense,INR,3.7612001156935624,0.23499073029488415,0,11,28,1,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
778,2017-11-28 17:35:35,bread,Unknown,18.0,Expense,INR,2.9444389791664403,0.16290623640481527,0,11,28,1,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
779,2017-11-28 17:35:35,kirana,Toast+ biscuits,115.0,Expense,INR,4.7535901911063645,0.32257562277866564,0,11,28,1,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
780,2017-11-28 17:35:35,vegetables,Unknown,140.0,Expense,INR,4.948759890378168,0.3398006208417533,0,11,28,1,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
781,2017-11-28 08:30:27,milk,1 lit ,69.0,Expense,INR,4.248495242049359,0.27799770135108887,0,11,28,1,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
782,2017-11-27 21:05:52,health,Glasses advance,1000.0,Expense,INR,6.90875477931522,0.5127829448990605,0,11,27,0,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
783,2017-11-27 21:05:37,unknown,Unknown,7.0,Income,INR,2.0794415416798357,0.08656457455426049,1,11,27,0,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
784,2017-11-27 16:07:30,auto,2 Place 0 to Current Residence,30.0,Expense,INR,3.4339872044851463,0.20611205813003702,0,11,27,0,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
785,2017-11-27 13:39:29,auto,Place 6 station to  mall,30.0,Expense,INR,3.4339872044851463,0.20611205813003702,0,11,27,0,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
786,2017-11-27 13:38:55,train,1 Place 0 to Place 6,5.0,Expense,INR,1.791759469228055,0.061174756568908625,0,11,27,0,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
787,2017-11-27 13:38:20,footwear,Sandals Hush puppies,2699.0,Expense,INR,7.90100705199242,0.6003556753932365,0,11,27,0,0,4,End,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
788,2017-11-26 22:26:15,unknown,Unknown,8.0,Income,INR,2.1972245773362196,0.09695969515246543,1,11,26,6,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
789,2017-11-26 20:30:45,auto,eye institute to Place 6 station,40.0,Expense,INR,3.713572066704308,0.23078724453531435,0,11,26,6,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
790,2017-11-26 20:30:12,medicine,eye drop,159.0,Expense,INR,5.075173815233827,0.35095747366732194,0,11,26,6,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
791,2017-11-26 17:29:44,auto,Place 6 station to eye institute,40.0,Expense,INR,3.713572066704308,0.23078724453531435,0,11,26,6,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
792,2017-11-26 17:25:47,hospital,"Routine checkup - eye institute, Place 6",400.0,Expense,INR,5.993961427306569,0.43204646902567206,0,11,26,6,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
793,2017-11-26 16:59:29,train,1 Place 0 to Place 6 return,10.0,Expense,INR,2.3978952727983707,0.11467019198445684,0,11,26,6,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
794,2017-11-25 10:25:57,tata sky,Permanent Residence - Tata Play recharge,156.0,Expense,INR,5.056245805348308,0.34928695342348987,0,11,25,5,1,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
795,2017-11-25 09:29:45,milk,1 lit ,69.0,Expense,INR,4.248495242049359,0.27799770135108887,0,11,25,5,1,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
796,2017-11-25 09:29:08,laundry,clothes ironing : Rs 6 per item,90.0,Expense,INR,4.51085950651685,0.3011530577621382,0,11,25,5,1,4,End,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
797,2017-11-25 08:35:44,vegetables,Half kg tomato,10.0,Expense,INR,2.3978952727983707,0.11467019198445684,0,11,25,5,1,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798,2017-11-24 12:22:39,movie,2 PVR Place 6,314.0,Expense,INR,5.752572638825633,0.41074233508711105,0,11,24,4,1,4,End,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
799,2017-11-23 12:22:39,bread,Flatbread 8 pcs,23.0,Expense,INR,3.1780538303479458,0.18352426970672592,0,11,23,3,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
800,2017-11-23 12:22:39,grocery,Dahi + remaining balance,17.0,Expense,INR,2.8903717578961645,0.15813445172137403,0,11,23,3,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801,2017-11-23 12:22:39,flour mill,3 kg Bajari,21.0,Expense,INR,3.091042453358316,0.17584494855336547,0,11,23,3,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
802,2017-11-23 06:16:26,milk,1 lit ,69.0,Expense,INR,4.248495242049359,0.27799770135108887,0,11,23,3,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
803,2017-11-22 00:00:00,unknown,Unknown,1000.0,Transfer-Out,INR,6.90875477931522,0.5127829448990605,2,11,22,2,0,4,End,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
804,2017-11-22 00:00:00,unknown,Unknown,11043.0,Transfer-Out,INR,9.309642573050045,0.7246769415136655,2,11,22,2,0,4,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
805,2017-11-20 18:39:39,milk,milk 1lit ,70.0,Expense,INR,4.2626798770413155,0.2792495878435806,0,11,20,0,0,4,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
806,2017-11-20 18:39:05,unknown,Unknown,200.0,Income,INR,5.303304908059076,0.3710915295515423,1,11,20,0,0,4,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807,2017-11-19 20:23:22,snacks,1 Panipuri,20.0,Expense,INR,3.044522437723423,0.17173925395940143,0,11,19,6,0,4,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
808,2017-11-19 20:23:06,auto,2 Place 0 to Current Residence,30.0,Expense,INR,3.4339872044851463,0.20611205813003702,0,11,19,6,0,4,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
809,2017-11-19 20:22:43,train,2 Place 0 to Place 6 return,20.0,Expense,INR,3.044522437723423,0.17173925395940143,0,11,19,6,0,4,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
810,2017-11-19 20:22:19,auto,2 Current Residence to Place 0,30.0,Expense,INR,3.4339872044851463,0.20611205813003702,0,11,19,6,0,4,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
811,2017-11-19 13:58:30,movie,2 PVR Place 6,436.0,Expense,INR,6.07993319509559,0.43963403789097927,0,11,19,6,0,4,Middle,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
812,2017-11-18 22:20:50,kirana,Khobra + shengdana+ vim bar,242.0,Expense,INR,5.493061443340548,0.38783878060986166,0,11,18,5,1,4,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
813,2017-11-18 20:32:08,eggs,6 eggs,39.0,Expense,INR,3.6888794541139363,0.22860796052950466,0,11,18,5,1,4,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
814,2017-11-18 15:03:07,mahanagar gas,Unknown,147.0,Expense,INR,4.997212273764115,0.34407685948478467,0,11,18,5,1,4,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
815,2017-11-18 11:06:13,unknown,Marathon,950.0,Expense,INR,6.85751406254539,0.5082606176607408,0,11,18,5,1,4,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
